"zpid","streetaddress","zipcode","city","state","latitude","longitude","price","bathrooms","bedrooms","livingarea","rentzestimate","homedetailurl"
2060707738,"632 44th Ave #A","94121","San Francisco","CA","37.77657700","-122.50458500","2000.00","1.00",1,"400.00","1999.00","https://www.zillow.com/homedetails/632-44th-Ave-A-San-Francisco-CA-94121/2060707738_zpid/"
50919767,"554 Sanford Ave","94801","Richmond","CA","37.95171700","-122.36371000","2700.00","2.00",3,"1440.00","3170.00","https://www.zillow.com/homedetails/554-Sanford-Ave-Richmond-CA-94801/50919767_zpid/"
15473595,"821 Saint Francis Blvd","94015","Daly City","CA","37.66801000","-122.47986600","5500.00","3.50",4,"2400.00","4997.00","https://www.zillow.com/homedetails/821-Saint-Francis-Blvd-Daly-City-CA-94015/15473595_zpid/"
19679594,"17160 Buena Vista Ave","95030","Los Gatos","CA","37.24570500","-121.97079000","9500.00","4.00",5,"3450.00","7027.00","https://www.zillow.com/homedetails/17160-Buena-Vista-Ave-Los-Gatos-CA-95030/19679594_zpid/"
339929917,"5 Beach Rd","94920","Belvedere Tiburon","CA","37.87456500","-122.45991000","6175.00","2.00",2,"980.00","4800.00","https://www.zillow.com/homedetails/5-Beach-Rd-Belvedere-Tiburon-CA-94920/339929917_zpid/"
19567712,"1029 Glithero Ct","95112","San Jose","CA","37.35785000","-121.87765500","3500.00","1.00",3,"1000.00","3394.00","https://www.zillow.com/homedetails/1029-Glithero-Ct-San-Jose-CA-95112/19567712_zpid/"
24825437,"415 Pala Ave","94611","Piedmont","CA","37.83022300","-122.23191000","5890.00","2.00",3,"1900.00","5582.00","https://www.zillow.com/homedetails/415-Pala-Ave-Piedmont-CA-94611/24825437_zpid/"
15531574,"476 Fiesta Dr","94403","San Mateo","CA","37.54905000","-122.30417000","2995.00","1.00",1,NULL,"3095.00","https://www.zillow.com/homedetails/476-Fiesta-Dr-San-Mateo-CA-94403/15531574_zpid/"
24956917,"16161 Via Alamitos","94580","San Lorenzo","CA","37.67387800","-122.13357500","3800.00","2.50",5,"1430.00","3900.00","https://www.zillow.com/homedetails/16161-Via-Alamitos-San-Lorenzo-CA-94580/24956917_zpid/"
19579868,"1289 Fremont St","95050","Santa Clara","CA","37.35067700","-121.94906600","3750.00","1.00",2,"1090.00","3249.00","https://www.zillow.com/homedetails/1289-Fremont-St-Santa-Clara-CA-95050/19579868_zpid/"
15140160,"95 Otsego Ave","94112","San Francisco","CA","37.72593300","-122.43931000","6350.00","4.00",5,"2000.00","5699.00","https://www.zillow.com/homedetails/95-Otsego-Ave-San-Francisco-CA-94112/15140160_zpid/"
